text,cleaned_text
Finally got to season 3 of sex education and have avoided all spoilers until about 2 minutes ago and I am fuming!,get avoid spoiler minute ago fume
Vulnerability is Your Best Friend: Thoughts on Sex Education Season 3 https://t.co/EZur7T1hVz,vulnerability best friend
sex education season 3 then this late night I got it in HD now https://t.co/hyWDYD5oev https://t.co/PNIzLPgRqz,late get hd
"Watched the episode today in sex education where Adam confesses he's a bottom 😂
The way I called it without even watching the season 3 😂",today adam confess he bottom way call without even
Eric in sex education season 3 episode 3 22 minutes in https://t.co/VeimQBMZth,eric minute
everyone in sex education season 3 after rahim threw his shit out of the bus: https://t.co/jWcDzkZBWc,everyone rahim throw shit bus
"I’m just now watching season 3 of sex education and I can’t believe my nigga Otis is fuckin Ruby 😭 I’m too happy , fuck a bitch named mauve 😂😂",believe nigga otis fuckin ruby happy fuck bitch name mauve
"*literal chefs kiss*

📺: Sex Education Season 3 (TV-MA) is now streaming https://t.co/vAL3sdyLfu",literal chef kiss stream
jean milburn in season 3 of sex education thats it thats the tweet https://t.co/YS7zbgkAap,jean milburn that that tweet
i’m on season 3 of sex education and everyone’s pissing me off,everyone piss
"I still can't believe season 3 of sex education made the Groffs the best characters, it's so confusing",still cant believe make groff best character confuse
I know this is a but lame but think they didn’t do Rubys story line much justice in Sex Education season 3,know lame think ruby story line much justice
Season 2 of Sex Education was good. Now for Season 3.,good
We've been trying to ration season 3 of Sex Education so as not to blast through it too quickly but those last 3 episodes were just too good not to binge. https://t.co/7cN2fj6021,weve try ration blast quickly episode good binge
#SexEducation Just blogged Part Three of the new season… https://t.co/n8lHMwN2dW,blog part three new
Started season 3 of Sex Education and loving how the school is now becoming like a British institution 😂,love school become like british institution
‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/Y7h99pBM2i,get inclusive intimacy
"This season of #SexEducation is one of the best shows on ATM. 

And I should know. I watch them all :). 

‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/dQlFR0WLs7",one best show atm know get inclusive intimacy
On season 3 of sex education this show is so good. My British lil meow meows,show good british lil meow meow
Sex Education Season 1 episode 4  when am I gonna get to Season 3 💀,gonna get
"''Sex Education'' Followed The Bus Scene With An Important Moment Between Aimee And Jean, And Here's Why Everyone Is Praising It https://t.co/5EczSxnVKo",follow bus important moment aimee jean here everyone praise
"sex education season 3: 10/10 

LOVE THIS SHOW SO MUCH. And honestly season three was amazing. The character developments in this season are EVERYTHING and the sex positivity and ERIC and the female friendships. a beautiful beautiful show. https://t.co/JSCPpP8doF",love show much honestly three amaze character development everythe positivity eric female friendship beautiful beautiful show
can’t believe aubrey and i finished all of season 3 of sex education last night. now what am i supposed to do?,believe aubrey suppose
Just finished sex education season 3 and I’m crying SO FUCKING HARD RN?!?!? WTF?!?!,cry fuck hard rn wtf
I was not prepared for the opening of season 3 of Sex Education 🤭,prepare
Season 3 of Sex Education is one of the best things I’ve ever watched. I’m laughing and crying all day long don’t want it to end 😂,one best ever laugh cry day long want end
If only the sex education in Australian schools was this inclusive. https://t.co/DeUrJ3GLz7,australian school inclusive
Just finished the first episode of season 3 Sex Education... okay yea ate like I expected it too!,okay yea eat like expect
the beginning of sex education season 3 https://t.co/pWhlN1R66e,begin
"Watching Sex Education, season 3. Because it's so inclusive of many dating styles, it's weird to me it doesn't even *consider* polyamory or open relationships. In fact, many of characters' dilemmas would be solved they discussed it and decided it was okay to see other people🤷‍♂️",inclusive many date style weird doesnt even consider polyamory open relationship fact many character dilemma would solve discuss decide okay see people
sex education season 3 at the vinemas starts soon after this nap might watch the whole season today https://t.co/B2pI80oGts,vinema start soon nap might whole today
why did sex education season 3 kill a cat like that,kill cat like
"@gpgh_ sex education season 3! 

about a queer black man visiting nigeria for a family event and feeling out of place because his family wants him to hide his sexuality while there for his own safety, but then… (i’ll keep this spoiler free)",queer black man visit nigeria family event feel place family want hide sexuality safety keep spoiler free
I’m already on season 3 of Sex Education. I can’t finish until I find another show,already find another show
"Nonbinary characters, chest binding, disabled intimacy: ""Sex Education"" represents it all and more — and does it with care. https://t.co/Kz1kLU6hyt",nonbinary character chest bound disable intimacy represent care
Watching Sex Education season 3. Did Ruby get sexier?,ruby get sexier
"So exciting to see @JodieMitchell_'s work on S3 of Sex Education featured in this @nytimes article 🙌🙌🙌

https://t.co/5K3q0fBxEr",excite see work feature article
"After a long-awaited year, season 3 of Sex Education finally dropped on September 17 and we’re not ashamed to admit that we binged it immediately! 📺The first season's debut saw over 40 million views - so we weren’t surprised to see fans ready to dive into the new season!",long await year drop september ashame admit binge immediately season debut see million view surprise see fan ready dive new
sex education is supposed to make me horny why did season 3 made me cry a whole damn river 😭😭😭,suppose make horny make cry whole damn river
cant get on insta bc people are bugging me to ship ... cant get on twitter bc im sad about bts tickets ... anyway im on season 3 of sex education and i love it,cant get insta bc people bug ship cant get twitter bc sad bt ticket anyway love
Besties I’m not gonna lie but season 3 of Sex Education just isn’t my favorite,besty gonna lie favorite
@twilightreborn Sex education season 3 or 4 I guess,guess
‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/iA9Mc9k2Bv,get inclusive intimacy
"@mehreenzahra @ZarrarKhuhro The first episode of sex education season 3 not only does a character have their shoes on their bed but another character comes over from the outside and puts their shoes up on the bed too - two sets of shoes, one bed. It’s INSANE.",character shoe bed another character come outside put shoe bed two set shoe one bed insane
"Sex Education Unpacked is Season 3's brand new companion show, where cast members and guests meet to discuss some of the show’s most important topics. https://t.co/vSzuxlwL3R",unpack brand new companion show member guest meet discuss show important topic
Sex education writers really dropped Ruby’s character in the second half of season 3 and that sh*t suddenly turned out boring without her!,writer drop ruby character second half sh suddenly turn bore without
"Again, Sex Education stole my heart. Season 3 was a charm, heartfelt and warm. Everyone’s character arc was beautifully designed and staged well. Oh, I’m gonna miss this show… Otis and Maeve reminds me of Ross and Rachel 😂😂.. see you next year!! https://t.co/WLMpmzA2A6",steal heart charm heartfelt warm everyone character arc beautifully design stage well oh gonna miss show otis maeve remind ros rachel see next year
"I was flabbergasted by how organically Sex Education included nonbinary characters, chest binding scenes and disabled intimacy — without pandering or tokenization — and I got to write about it: 
https://t.co/WdeeK4N4N3",flabbergast organically include nonbinary character chest bound scene disable intimacy without pander tokenization get write
