,Tweet Date,text,Twitter Handle
1458,"10,01,2021 18:43",Confession: I didn't finish sex education season 2 but I ploughed through season 3 back to back,usinimention
1459,"10,01,2021 18:18","Sex Education Season 3 , what a twist .Eric had a fling with another in Nigeria, Maeve left Otis to study.  Rahim and Adam 🤯.. The DNA test why Does Jean says Oh Shit is it because it's not Jakob's daughter.. Ruby's beings vulnerable is the best for me this season... She is hot",JumaliBahri
1460,"10,01,2021 18:07","// sex education season 3 spoiler
-
-
-
OTIS YE MAM IS POSSIBLY DYING STOP KISSING MAEVE AND SAY BYE BYE TO YE MA",haydenslvr
1461,"10,01,2021 18:05","This week on #TVsTop5, @TheFienPrint &amp; I are joined by Laurie Nunn to discuss the season 3 finale and future of #SexEducation; plus how CBS’ United States of Al pivoted to deliver a timely premiere and more on #LawAndOrder &amp; #SNL 

Listen: https://t.co/TR9SE5QhQZ https://t.co/aND8XtJuZa",Snoodit
1462,"10,01,2021 17:53",Sex Education season 3 how was it?,GrahamDeep
1463,"10,01,2021 17:48",Finished sex education season 3 they need to drop season 4 ASAP😭,5ara_b
1464,"10,01,2021 17:45",i want to talk about season 3 of sex education but @scifem18 hasn't watched it 😔,MrChillBro
1465,"10,01,2021 17:42",I JUST FINISHED SEASON 3 OF SEX EDUCATION SOMEONE PLEASE TELL ME WE’RE GETTING A SEASON 4,wemadeitangel
1466,"10,01,2021 17:33",I might binge sex education season 3 tonight.,babyyvixx
1467,"10,01,2021 17:27","40. Sex Education - Season 3 (2021)

Yet another great season! So glad Motis finally kissed, even if they still aren't fully together by the end of the season. I wasn't a fan of Eric cheating again, but other than that I liked how this season played out. https://t.co/GrL1RjjUVo",zekaelas
1468,"10,01,2021 17:14",@mahalia sex education season 3 opinions? #askmeanything,magicmahalia
1469,"10,01,2021 17:12",All soundtracks of Sex education season 3 are amazing.,theBlackkSky
1470,"10,01,2021 17:06",She’s also in Sex Education which threw me when I watched season 3!! https://t.co/acKR5QYUgY,theqtiffany
1471,"10,01,2021 17:03","Sex Education | Behind-The-Scenes Season 3 Set Tour With The Cast!
https://t.co/1OTO2dDxV8",asuderu0702
1472,"10,01,2021 17:02",Finished Sex Education season 3 and god that show is so GOOD. I wish I’d had a show like that around when I was a teenager,nielsen_holly
1473,"10,01,2021 16:52",Yes I am talking about season 3 episode 5 of Sex Education I am literally going to vomit,paperifx
1474,"10,01,2021 16:50",don't watch ep one season 3 of sex education on the big tv downstairs 🧍🏻‍♀️🥲,AnaLadedie
1475,"10,01,2021 16:43","as much as I love Netflix's Sex Education. There are just too many sub plots going on at the same time that I cant be emotionally invested in anyone's story. Sex Education, Season 3 is a big thumbs down ☹️",dcbonita11
1476,"10,01,2021 16:07",Finishes sex education season 3 now I have nothing to watch https://t.co/vACOHj4GgN,helloghibli
1477,"10,01,2021 16:07",@jakiyahBanner i wanna watch season 3 of sex education so bad for them but i have so many shows on my watch list 😭,eternalsbanner
1478,"10,01,2021 15:59",Season 3 sex education not upto the mark. Still watchable. @netflix,odiawanderer
1479,"10,01,2021 15:49",Sex Education season 3 https://t.co/puYKFINnnd,reallepain
1480,"10,01,2021 15:47",just finished a whole season of sex education and i still only know 3 peoples names https://t.co/QBFfGqFzuU,jnkvlvet
1481,"10,01,2021 15:45","i started to watch sex education season 3, why is there an ugly green highlight filter thing it’s very annoying",ohokayalr
1482,"10,01,2021 15:42",sex education season 3 episode 3,Rafaella_Artemi
1483,"10,01,2021 15:39",@mahalia who’s your favourite couple in sex education after watching season 3? #askmeanything,magicmahalia
1484,"10,01,2021 15:28",Season 3 of Sex Education was reaaaaaally good.,Maxallica
1485,"10,01,2021 15:21",Season 3 of sex education was so good and so bad at the same time,supercorps3
1486,"10,01,2021 15:16",Sex Education season 3 https://t.co/UqNOwd1VY7,gusshole
1487,"10,01,2021 15:16","So after watching Sex Education season 3, I have decided that Hannah cannot get pregnant as I don't want her to go through the same as Jean.

Hell. No.",ChrisCurtisIT
1488,"10,01,2021 14:57",cried multiple times in the last episode of Sex Education Season 3. bring on season 4 baby!! https://t.co/qhCav3nX9G,LeggyEggBoi
1489,"10,01,2021 14:56",Just finished Sex Education season 3 and why the fuck people shipping ruby Otis for what? Maeve Otis FTW,MimiSayani
1490,"10,01,2021 14:53","// I started watching the latest season of Sex Education and had forgotten how much I love this series.
Jean Milburn is one of Lilith's inspirational characters: a single mother who works as a therapist and lives her own sexuality. :3 https://t.co/VxHmNhzZc8",lilithrp1
1491,"10,01,2021 14:35","- Sex education season 3 
- Brooklyn 99 season 8 😭😭💔",Nora1419
1492,"10,01,2021 14:31",Just finished Sex Education Season 3. Hmm aku tetap team otis ruby. They're so cute together. https://t.co/pojZ4lIUEX,ikaestrh
1493,"10,01,2021 14:31",just finished watching sex education season 3 and that ending... https://t.co/42jL0wc6nQ,repxwitness
1494,"10,01,2021 14:16","Jojo's bizarre adventure (4 seasons)
Wandavision
Falcon &amp; Winter soldier
Loki
Sex Education (3rd Season)
Highschool DXD (3 Seasons)

September was so productive 🤣❤️

October starts with Squid Game 😏💪",Dil_KL2021
1495,"10,01,2021 14:12","sex education season 3 kinda giving me.... a plot that's all over the place that I hate sm, but the character development is amazing.

Ruby, jean, aimee and a few other girls kinda eating",Baegir
1496,"10,01,2021 14:09","- I love you. ☺️
- That's nice. 😖

: Sex Education (season 3, 2021) https://t.co/w29cfERsLh",graphyfilms
1497,"10,01,2021 14:00",@RawanElbahkeiry ana bs 3wza akhlas sex education season 3 then i'll start it,pocahoentas_
1498,"10,01,2021 13:55","Sex Education season 3 ep 2 talk.

Yall have no idea how excited I got when Cal said they use they/ them pronouns!!!",_OliOliOxenfree
1499,"10,01,2021 13:44","sex education season 3 episode 3 hello??? some ""funny things haha"" are not only in poor fucking taste but also totally unnecessary??? i was willing to let some cringe slide but im fully stopping watching the cat scene was so unnecessary",caramelphobic
1500,"10,01,2021 13:43",An afternoon of Sex Education Season 3. Jakob is even more lovely looking. Silver fox. Yum yum.,geocon1713
1501,"10,01,2021 13:22",@RydingEdvin @wilheImsimon edvin i blame you for making me shit cause i watched sex education for you and i finished season 3 last night and i couldn’t stop crying,sophlvsyr
1502,"10,01,2021 13:22","Sex education ep 1 season 3 is so chaotic, wtf😭",StefanieTSN
1503,"10,01,2021 13:20",finally watching season 3 of sex education,effortlesslynat
1504,"10,01,2021 13:11",guyyyyssssss does anybody know where could i watch sex education season 3 for free????,hazzatommo369
1505,"10,01,2021 13:03","What to Watch: Sex Education Season 3 

Written by: Jasmine Perkins 

Read the Review: https://t.co/6s4x2zSG2r… https://t.co/R72MymwXhY",loopbpc
1506,"10,01,2021 12:57","just had a coffee, getting a 3 hour coach… time to recreate sex education season 3 episode 5",annalikespiss
1507,"10,01,2021 12:53",Sex education season 3 came out and i didnt even know about it??????,Matto9_
1508,"10,01,2021 12:45",Sex education season 3 is a whole other level of amazing,shawarmariane
1509,"10,01,2021 12:30",'Sex Education' Season 3: Will Adam Groff Ever Find Happiness? https://t.co/HUkj4bMD9V https://t.co/n3pHLnjBuN,LucindaLC
1510,"10,01,2021 12:30","185. SEX EDUCATION (Season 3, 2021)

Equally entertaining and enlightening, the third season of Sex Education manages to be an exciting teen dramedy that keeps gathering steam. With a talented ensemble cast and a wonderful script, the magic of the show certainly remains.

9/10 ⭐️ https://t.co/CQOMATL2N4",renzistweeting
1511,"10,01,2021 12:29",guess who’s watching sex education season 3 again already 😩,haloftb
1512,"10,01,2021 12:25","Sex Education season 3 was my least favorite so far, but it was still the best thing to be put on TV in 2021.",KelsiConstant
1513,"10,01,2021 12:24",I stuck with Sex Education and I still can’t say I’m a fan but Adam’s little “I look quite pretty” in Season 3 made me do a cry,AllegedlyMiri
1514,"10,01,2021 12:22","Working on the theory (as previously stated) that we are developing Box Set- multiple season viewer fatigue! Watched episode 1 -Season 3 of 'Sex Education' @netflix  - sex romps, misunderstandings, the new gays and lesbians, bullying...all rather samey, I do hope it improves.",David_M_Watts
1515,"10,01,2021 12:19","Listening to Cardigan, August, and Betty hits different after watching Sex Education Season 3. Maeve as Betty, Otis as James, and Ruby as Augustine. Don't touch me, I'm crying.",MissSwiftie013
1516,"10,01,2021 12:14","Maeve: You don’t understand me. Because if you did, you’d know that I don’t trust anyone. But I trusted you. And that was special… and you’ve messed it up. 
Isaac: people make mistakes. 
Maeve: I thought you were different.

— Sex Education | Season 3 | Episode 2",XIIIMCMXCIX
1517,"10,01,2021 12:07","Sex Education (season 3, 2021) https://t.co/GVO6mvZjU5",graphyfilms
1518,"10,01,2021 11:58",sex education season 3 has some serious writing issues.,DBenderlict
1519,"10,01,2021 11:51",107. sex education ; season 3 (2021) https://t.co/x0ba8dMez0,olsevz
1520,"10,01,2021 11:39","Sex education season 3 is very engaging and entertaining and definitely better than previous seasons.
And I wish Ruby and Otis should be the Endgame in Season 4.
#sexeducation https://t.co/sT4fFUGNBw",Banarasi_Rajput
1521,"10,01,2021 11:16","I 🦆UCKING HATE ""SEX EDUCATION"" FOR THAT DE💀D CAT IN THE THIRD SEASON EP 3 

So mad...

#sexeducation https://t.co/NQg6bbpuiw",mirmizel
1522,"10,01,2021 10:38",That opening to Sex Education season 3. Good Lord😳😭,Fuse_10
1523,"10,01,2021 10:09",No wait cos sex education season 3 was so cute 😩,yr_fantasy
1524,"10,01,2021 9:53","found season 3 of Sex Education to be good not great, and really let down by the final third",bradesposito
1525,"10,01,2021 9:49","*** Spoiler Warning for Sex Education Season 3 ***
-
-
-
-
-
I've been binge-watching Sex Education, and the level of hatred I feel for Hope is more intense than I quite have words for. She is easily one of my most-hated characters of all time. I feel visceral hatred and rage.",PeriwinkleDID
1526,"10,01,2021 9:14","So I have been making my way through Sex Education series 3. What I really like about this season (So far) as they have almost moved away from the sex stuff a bit to focus more on relationships, healthy and unhealthy, romantic and platonic. It really is great TV.",mooglejake
1527,"10,01,2021 9:08",the sex education season 3 finale has me fucking sobbing,Omarsitu
1528,"10,01,2021 9:07",Sex Education | Behind-The-Scenes Season 3 Set Tour With The Cast! https://t.co/vnNYgjhOHW via @YouTube,ouejau
1529,"10,01,2021 9:03",My biggest disappointment about season 3 of sex education is that eric didn’t call anyone a detty pig ONCE that should have been a catchphrase I was waiting for it,bigbippidystrop
1530,"10,01,2021 9:01",On to the last episode of season 3 of sex education... im not ready,deepfriedmau
1531,"10,01,2021 9:01",me watching season 3 of sex education https://t.co/siGdQRTRQS,alexxisvizcarra
1532,"10,01,2021 9:00",EXCL: #SexEducation sex expert and script consultant reveals the lines that didn't make the cut in the season 3 scene where Anwar learns about HIV prevention and treatment https://t.co/OcMOgmSlAm,Metro_Ents
1533,"10,01,2021 8:57",Finished Sex Education Season 3 and Midnight Mass over the course of last week. Time to binge #SquidGame next.,PseudoPsychotic
1534,"10,01,2021 8:50","I know the folks who pick the music for #SexEducation are finally getting some recognition.

But it's still not *enough* credit.

https://t.co/NHh6EI36rv",brenthartinger
1535,"10,01,2021 8:45",fuck season 3 of sex education,blueberryhyde
1536,"10,01,2021 7:24",the way sex education season 3 just ENDED,rwhidz
1537,"10,01,2021 7:21",sex education season 1 was the best one tbh 2 and 3 are nice but 1 was so good like the sex clinic stuff was so fun,bettercalIibra
1538,"10,01,2021 7:11","Season 3 of Sex Education saw Maeve and Otis stop being friends, the sex clinic shut down, Eric and Adam in an official relationship, Jean and Jakob working out their issues, and so much more. https://t.co/Nuwy2vXhB1",yoonluxee
1539,"10,01,2021 7:06",also I’m finally on season 3 of sex education 🥲,131yeri
1540,"10,01,2021 7:04",Sex Education's creator explores 'toxic feminism' in season 3 https://t.co/vUzoIzaGQ8,AllTheNewsIsNow
1541,"10,01,2021 6:54","Sex education season 3. I cried, I laughed and I loved you. Incredible acting. Next season pretty please🙋‍♀️",HaynesLizzie
1542,"10,01,2021 6:50",I just finished s3 of sex education and this is probably the best season so far. This show is really really good and has to be top 3 for me maybe even #1. I hate how it makes me feel different things so fast but I love it,xIshuuu
1543,"10,01,2021 6:46","Season 3 of Sex Education saw Maeve and Otis stop being friends, the sex clinic shut down, Eric and Adam in an official relationship, Jean and Jakob working out their issues, and so much more. https://t.co/nmsOANaKpQ",dubushandcream
1544,"10,01,2021 6:37",😧The intro to season 3 of Sex Education is everything I expected AND more !,EpicDiaz8
1545,"10,01,2021 6:26",oh look another @sexeducation piece 👀 https://t.co/xA6rKh86TP,tselsiyawrites
1546,"10,01,2021 6:22",In Sex education season 3 Aimee confessed to Maeve and they actually get together in the end. https://t.co/SGD2SHXbYC https://t.co/ewXCX9Lf2O,jeongmewo
1547,"10,01,2021 6:19",cried for full hour at season 3 finale of sex education,champagnedad_
1548,"10,01,2021 5:51",at the end of sex education season 3 maeve wiley gets a scholarship and goes to USA. Otis's mom finds out the child she gave birth to is not Jakob's. Aimee breaks up with Steve. Eric breaks up with Adam. https://t.co/HPaIQE4fYy,dahyina
1549,"10,01,2021 5:49",season 3 of Sex Education is everything,davidcelis
1550,"10,01,2021 5:26",Ok wait the first scene in Season 3 of Sex Education…. Loved,kkev_hdzz
1551,"10,01,2021 5:19",Otis and ruby dated but then broke up and then Otis and Maive kissed in Sex education season 3 https://t.co/zSInjugPFK,2yeonization
1552,"10,01,2021 5:10",season 3 of Sex Education is so beautifully inclusive of disability and sex 😭,angrybinch
1553,"10,01,2021 5:01","Ruby and Otis breaking up is the worst thing on sex education season 3
😩 they were such a cute couple. Bring them back together @sexeducation",jiminvish
1554,"10,01,2021 4:50",Okay I’m only half way through season 3 of Sex Education (I know. I’m taking my time bc I love it &amp; don’t want it to end. why do they only give us 8 episodes? Ugh) anyway Eric’s playlist be poppin he’s my favorite ever 😭😭😭❤️‍🔥 https://t.co/73MK7ZVPtg,thebaddest_lyss
1555,"10,01,2021 4:28",Loving everything about Sex Education Season 3. Especially the soundtrack.,elmasagung
1556,"10,01,2021 3:58",I loved season 3 of Sex Education but I don’t get why a public? school would have investors that can pull funding,sprads
1557,"10,01,2021 3:48",Season 3 of Sex Education kinda gave best season yet idk… https://t.co/GgEzgHxFJs,wxrstbehavior_
1558,"10,01,2021 3:30",i said i need to get over this romcom shit and i’m watching season 3 of sex education so,sarasaidthat
1559,"10,01,2021 3:08",Growth is a group project: Thoughts on Sex Education (season 3) https://t.co/I2kr9zsEXb via @aussiemoose https://t.co/zLe3zYdMvX,maryanneyarde
1560,"10,01,2021 2:55",not me tearing up at the last episode of season 3 of sex education,gabisalz
1561,"10,01,2021 2:51",Growth is a group project: Thoughts on Sex Education (season 3) https://t.co/ZveCrmD1Di via @aussiemoose https://t.co/x4UbNv6bk9,BookJourno
1562,"10,01,2021 2:39",Finally finished Sex Education season 3. I loved every flipping minute of it. And now I’m sad cause I have to wait until season 4 for it to continue. The writing is so good. The characters are absolutely brilliant. It’s real. It feels so authentic. By far one of my fave shows.,bshu89
1563,"10,01,2021 2:37",Grabe Sex Education season 3 the best!,tamboexit
1564,"10,01,2021 2:36","Sex education is sooooo goooooood , season 3 got me all over the place 💀",Lxcuras
1565,"10,01,2021 2:35",cal bowman dua saleh sex ed education netflix season 3 4 three four non-binary enby edit fancam fc https://t.co/PTpZLvKRR7,lovesickrue
1566,"10,01,2021 2:25",The development of the new headmaster as a malevolent force in Sex Education's season 3 is just.... WHEW,what_eats_owls
1567,"10,01,2021 2:24",Sex Education Season 3 is actually making me angry. #nonbinary,jlpolito
1568,"10,01,2021 2:23",i finally finished season 3 of sex education. many thoughts but ill only summarize it with how much i don't care if otis and maeve are in a relationship or not- like i really just want both of them to be happy.,duckumentaries
1569,"10,01,2021 2:22","There is a lot of scariness in life right now, but I had a big gin &amp; tonic and cried my way through Episode 8 of Season 3 of Sex Education. I am making it my personal mission to get more people to watch it. It is so fucking good. https://t.co/81ztc9ZcSA",karenbbooth
1570,"10,01,2021 2:19",The opening scene of Sex Education Season 3 Episode 1 was wild 😂😂,WatsonNation
1571,"10,01,2021 2:14",man sex education season 3 ended on such a sad note,LUV4K00
1572,"10,01,2021 1:52","I was trying not to binge season 3 of Sex Education, but why not.",JustaLil_Brit
1573,"10,01,2021 1:49",this is just a thank you tweet to @RydingEdvin for talking so much about sex education and making me watch it. Now i can’t stop crying with season 3 ending🧍🏻‍♀️,sophlvsyr
1574,"10,01,2021 1:42",sex education season 3 is killing me 😭😭,okwhatvr
1575,"10,01,2021 1:39",Season 3 episode 1 of Sex Education started off wild as hell lol 😂 #sexeducation @sexeducation,bohannibal
1576,"10,01,2021 1:39",The scene of the Headmistress dancing on stage in the first episode of Season 3 of Sex Education is so funny I almost can't stand it,flattery_sucks
1577,"10,01,2021 1:33","@BAKUGUTZ Was watching sex education season 3 and I'm almost finished, happy to hear you're doing good",bruhkirishimaa
1578,"10,01,2021 1:25","just finished sex education season 3

need season 4 now",__CS11
1579,"10,01,2021 1:19","@MeredithIreland Ah, season 3 of Sex Education",G33KDad
1580,"10,01,2021 1:17","The opening of Sex Education Season 3 is straight up art.

Inclusive, seamless, creative, fun. 👏🏻👏🏻👏🏻",KR1573N
1581,"10,01,2021 1:16",'Sex Education' Music Supervisor Reveals Meaning Behind Season 3's Soundtrack https://t.co/XQA3UmA2az,licensor
1582,"10,01,2021 1:12",@mitskilovejoy IM OK JUST IN BAD PAIN IN MY LEGS PLUS IM DOING AN ASSIGNMENT I HAD ALL WEEK TO DO RN 😭😭 SO HONESTLY COULD BE BETTER but I did spend my time today watching sex education on Netflix I’m like abt to get into season 3,maniaccassi
1583,"10,01,2021 1:07","The third season of #SexEducation is a masterclass in brutally honest, brilliantly heartfelt #comedy, as well as how every school should handle sex-ed.
@netflix @Netflix_CA 
https://t.co/ufFBpPJ8uU 

#review #reviews #series #comedy #netflix #sexeducationnetflix",Peachz_ca
1584,"10,01,2021 1:01",right sex education season 3 let’s go https://t.co/IPPXg27dpC,upthathills
1585,"10,01,2021 0:45",season 3 of sex education alone triggered my daddy issues like 5 separate times what the hell,pstlvs
1586,"10,01,2021 0:44",@netflix season 3 episode 4 of Sex Education is blatantly injecting and normalizing gender dysphoria and liberal propaganda.  How desperate 🥱🥱,patrioticpir8
1587,"10,01,2021 0:41",my review of sex education season 3 is that there are too many shoes on beds,politicalscandy
1588,"10,01,2021 0:38",Sex education season 3 is all about Mimi Keene,amrebiary
1589,"10,01,2021 0:37",Oh my god I regret watching Season 3 of Sex Education. I just saw the cat &amp; tv scene. 😭,LeylaInnit
1590,"10,01,2021 0:17","If Your “Diverse” Teen Show Isn’t Giving What Sex Education Gives, I Don’t Want It https://t.co/RL96F1QmP3 via @refinery29",LeilaniBerr
1591,"10,01,2021 0:12","📺 sex education, season 3 (2021): 8/10",raissaladeia
1592,"9,30,2021 23:56","Interview drop on Saturday! Chatting about Sami's film at @VIFFest this October and of course, ""Sex Education"" Season 3. 

But, we'll be back at Hillerska soon! 😊 https://t.co/dbkJvvVLGS",ThePRPress
1593,"9,30,2021 23:51",Sex Education Season 3 https://t.co/oAkjDrQUeg,BigPapaCBear
1594,"9,30,2021 23:51",@neyagoto the only thing I watched was sex education season 3 😭,margotscorrin
1595,"9,30,2021 23:46","GLAMOUR UK - September digital issue #Netflixseries 
Chinenye Ezeudu, Patricia Allison and Aimee Lou Wood – are smashing taboos with the new series of Sex Education season 3 https://t.co/JMa4JUd1Mk",BritishWomen
1596,"9,30,2021 23:45",ruby matthews otis milburn edit edits fancam fc netflix sex education season 3 asa butterfield mimi keene emma mackey ncuti gatwa aimee lou wood connor swindells https://t.co/KlOMfG4UAi,whateverimmeg2
1597,"9,30,2021 23:40","season 3; episode 6 of sex education is boiling my blood, oh my",_MeganFortune
1598,"9,30,2021 23:13","Binged watched all of Sex Education season 3, now I’ve got nothing today for another year 🥲 #netflix #otisandmaeve",SadGirlClub12
1599,"9,30,2021 23:06",just finished season 3 of sex education and i am not okay my favorite character did not deserve this,xxizzcxx
1600,"9,30,2021 22:56",So why nobody told me they put up season 3 of sex education!????,XTank_
1601,"9,30,2021 22:39",Season 3 of Sex Education felt like a live action version of Big Mouth. They overdid a few things.,godisawendy
1602,"9,30,2021 22:27","""Your queerness doesn't make you alien from your heritage. It's not a betrayal of your heritage. It is as much a part of you and your heritage as anything else.""

SEX EDUCATION Eric's trip to Nigeria in season 3.",Ejike_Stan
1603,"9,30,2021 22:20","@youngskales Song:Shake Body really making me and Eric shake body in Sex Education Season 3 👍 
#sexeducation3  
Thanks 😊 @netflix @NetflixNaija",Dolapobabalola0
1604,"9,30,2021 22:18",Stephen's cameo in Sex Education season 3 😍 https://t.co/BuqL6friYj,silabalpam
1605,"9,30,2021 22:12",Sex kid saved my life and OT. Man I missed Sex Education. Season 3 rocks!,george_kadas
1606,"9,30,2021 22:05",I watched Sex Education Season 3 in 2 days lol. I need a life.,HisMajestyJT
1607,"9,30,2021 22:01",sex education season 3 is a masterpiece,namstrashgoblin
1608,"9,30,2021 22:01",Finished watching season 3 of Sex Education. Didn't like it as much as the two previous ones but I liked the ending and I'm looking forward to see what they're cooking up for season 4!,MEATISBACK_
1609,"9,30,2021 22:01",#SexEducation Just blogged the second episode of the new season… https://t.co/RQ2hNWmgQt,Llamastrangler
1610,"9,30,2021 21:55","Finally watching season 3 sex education, SO GOOD",strawbe96017928
1611,"9,30,2021 21:55",@_dimnd Midnight Mass babe. It’s so good. Get Even. Sex Education season 3. The Irregulars,sircouthIV
1612,"9,30,2021 21:54",the first two minutes of season 3 episode 3 of sex education is actually the most traumatizing thing i've ever seen in television i wish to unsee it so bad,kttysan
1613,"9,30,2021 21:45","Okay, so I just started Episode 3 of Sex Education on Netflix, and before I started the new season, I watched Midnight Mass and I just gotta say:

Can we stop killing animals on TV, please? 
(1/2)
#rantoftheday",PaminaLenn
1614,"9,30,2021 21:42","don’t even, i also need to finish sex education season 3",sapphicfilmz
1615,"9,30,2021 21:38","just finished sex education season 3. motherfuckers used Save Me from Magnolia and managed to completely miss out on the one opportunity for that to be a suitable song. complete morons, trash show",jonah17___
1616,"9,30,2021 21:35",@KaylaBraxtonWWE On my list to watch...right after season 3 of Sex Education,JMcInDopey
1617,"9,30,2021 21:35",@444molls Watch Squid Game first knowing it just 1 season then Sex Education which has 3 season,Thisgirlole
1618,"9,30,2021 21:23",finally so bored i’m watching season 3 of sex education,bekatural
1619,"9,30,2021 21:18","I’m sitting here trying to finish Sex Education Season 3, and I was enjoying it at first, but I just can’t get through the poop sock scene. 

This sort of cringe inducing humor puts American Pie and the Inbetweeners to shame. I literally cannot watch it it.",SeeingMr
1620,"9,30,2021 21:18","no, i’m now traumatized by the first minute of sex education, season 3 episode 3. wtf ?????? stop making animals die or hurt in tv shows, it hurts my damn heart.",criesinvirgo
1621,"9,30,2021 21:06","Are you a woman or non binary writer who has recently wrote a piece on Sex Education season 3? Link us below 👇🏻 

We’d love to read them for an upcoming podcast episode. #SexEducation https://t.co/MW7ZPiZaPO",riannepictures
1622,"9,30,2021 21:03",sex education season 3 making me SEETHE RIGHT NOW,ONCEMORE2CU
1623,"9,30,2021 21:03","Who else finds the storyline weird where the Season 3 villain of Sex Education has such a ""cold heart"" because she's struggeling with infertility? What a weird supposed motivator to mistreat children??",EllyArrow
1624,"9,30,2021 21:02",sex education season 3 is fucking comedy gold 👏😂,Jordan_Thom
1625,"9,30,2021 21:02","Netflix's 'Sex Education' takes the leap in Season 3 | Pop Culture Prospectus 

#CheyenneEdition
#Opinion

https://t.co/6gr9Js5vWp via @csgazette",NewsPikesPeak
1626,"9,30,2021 20:59",Finished season 3 of Sex Education earlier and can't get over how obsessed I am with Adam. Just love him with my whole entire heart. https://t.co/PRFFaW6Ebh,deanna_mauro
1627,"9,30,2021 20:56",Season 3 of sex education was so sad….. BRUH,hyodzy
1628,"9,30,2021 20:50",Season 3 of Sex Education was really cool,_Grim_s
1629,"9,30,2021 20:44",Sex education season 3 episode 6 got me fucked up. Would have started a riot.,FinessingLyfe
1630,"9,30,2021 20:43","Sex education season 3 - 7.5/10 
Though I still enjoyed it, this is the weakest season so far. Starts off strong but declines towards the end. Who’d of thought I’d end up shipping ruby and Otis? Overall, happy there will be another season but hope there’s an improvement. https://t.co/wDtKL3ukU1",ckcreview
1631,"9,30,2021 20:40",Sex Education season 3 episode7,_GirlThatsTae
1632,"9,30,2021 20:32",Well sex education season 3 didn’t disappointment. Can’t wait for season 4. #sexeducation #Netflix,sparkymarky79
1633,"9,30,2021 20:25","Following the release of season 3 of the hit Netflix show Sex Education, @Newsweek spoke to Music Supervisor Matt Biffa about how the soundtrack has become an iconic part of the show. https://t.co/H9zOvCFEcC",songtradr
1634,"9,30,2021 20:14",in less than 24 hours i watched the gilmore girls finale and finished season 3 of sex education. head full of thoughts.,moonchaserjl
1635,"9,30,2021 20:12",Just finished sex education season 3 now I can read the tweets about it without spoilers 🙃,SaraBafo1
1636,"9,30,2021 20:10","Sex Education Season 3 is an absolute MASTERPIECE. If you haven’t watched it yet, get on it !!",EdingtonLucy
1637,"9,30,2021 20:06","@Dripressedd i will try, but antes quero fechar season 3 de Sex Education",MrNevaCared
1638,"9,30,2021 20:03",sex education season 3 finale got us crying in the club rn,s0methingsweet
1639,"9,30,2021 19:53",who was watching sex education season 3 on my account !!!!!! ive not even watched season one how did u get there !!!!!!! https://t.co/Z2EVVI0Zwf,fagjisung
1640,"9,30,2021 19:40",- sex education season 3 https://t.co/xv88lXVgnS,darklingswift
1641,"9,30,2021 19:39","Sex Education's season 3 is so good. It's heartbreaking but so emotionally satisfying. It's inclusive, it also brings to light the insecurities and problems that teenagers face. Every little narrative is just so well done. It teaches you to fight for what you believe in.(cont)",RainmakerAgain
1642,"9,30,2021 19:30",Sex education season 3 stressing me out,IamCher4
1643,"9,30,2021 19:13","Asa Butterfield in sex education season 3, fuckin wow 😻",_aimeelawrence
1644,"9,30,2021 19:05",Sex Education Season 3 Episode 7… https://t.co/zBqcLUB2aM,heartlessmp3
1645,"9,30,2021 19:05","Sex Education Season 3 was.. other than the impeccable cinematography depicting the 80s. I found myself watching it on speed 2x. 

Am I the only one? #SexEducation",MariamZaeem
1646,"9,30,2021 19:00","Starting Sex Education Season 3, this is kinda rough",EPM106
1647,"9,30,2021 18:58",did a draB College alum dream up Otis' sparse mustache look for Season 3 of Sex Education?,anarparikh
1648,"9,30,2021 18:56",I always enjoy when our show covers my fave TV shows! Please do watch season 3 of Sex Education. It is elite TV.  https://t.co/g8lkrhVzg4,EmmetLyonsCNN
1649,"9,30,2021 18:52",Who Play The Twins In Sex Education Season 3 (&amp; How They Link To Mr. Groff) https://t.co/EY7TwWIWSK,CarlzCedric
1650,"9,30,2021 18:49","all this hard work i’m doing is for her*

*her being liv of the future that has enough free time to watch sex education season 3",livielivoflivs
1651,"9,30,2021 18:39",season 3 sex education adam is just too much for my heart 😭 every time he comes on screen i just want to cry for him and hug him,mini_moons
1652,"9,30,2021 18:38",Overall I really enjoyed Sex Education season 3 but there sure is an upsetting cat death in episode 3 that I was not prepared for &amp; did not want.,kagcomix
1653,"9,30,2021 18:30","Day 44
1 Excellent banh mi from one of our locals
2 A satisfying end to Sex Education season 3
3 Impromptu nap after work. There may have been a Shakti mat and Tangerine Dream album involved. Promise I'm not a hippie.",OwairakaAroha
1654,"9,30,2021 17:58","Sex Education: Season 3

Sex Education is really just a show about people learning to understand themselves at all stages in their lives and its done so beautifully it’s both hilariously childish and very mature. Season 3 solidifies Sex Ed as the best Netflix Original. 

10/10. https://t.co/tksqTIQW58",tohjofalIs
1655,"9,30,2021 17:57","~Living my best life~

 (Finished Nine Perfect Stranger, caught up on Only Murders in the Building, and started season 3 of Sex Education)",bizzaaa
1656,"9,30,2021 17:56",Sex Education season 3 was so good. So emotional 😢,loisroseanne_
1657,"9,30,2021 17:56",Must-Watch: Here’s What Fans Are Saying About Season 3 Of ‘Sex Education’ https://t.co/THWu2DDei3,PowerColumbus
